Customer_ID,Recency,Frequency,Monetary,Items_Purchased
1171,24,3,190,"Tomato, Cereal, Fish"
1172,7,1,225,"Grapes, Butter, Apple"
1173,11,9,318,"Bread, Cheese, Chicken, Yogurt, Coffee, Pork"
1174,4,43,383,"Bagel, Pasta, Nuts"
1175,24,42,426,"Tea, Juice, Grapes"
1176,18,11,290,"Chips, Soda"
1177,25,22,387,"Butter, Yogurt, Beef, Coffee"
1178,23,23,177,"Yogurt, Cereal, Tea"
1179,6,29,242,"Grapes, Nuts, Broccoli"
1180,7,40,365,"Grapes, Pasta, Juice, Bagel, Soda"
1181,7,18,24,"Cheese, Oats, Apple, Bread, Milk, Tea"
1182,24,47,400,"Oats, Beef, Pasta, Crackers, Carrot"
1183,16,6,36,"Pork, Croissant, Carrot, Fish, Grapes, Bread"
1184,9,24,338,"Banana, Bread"
1185,24,22,338,"Nuts, Pork, Tea, Yogurt, Spinach, Banana"
1186,19,12,104,"Chicken, Spinach, Nuts, Butter, Chips"
1187,25,8,332,"Apple, Butter, Banana, Fish, Tea"
1188,17,26,237,"Coffee, Spinach, Beef, Grapes, Tea"
1189,20,26,415,"Orange, Rice"
1190,10,30,338,"Oats, Beef, Pasta, Nuts"
1191,4,18,79,"Pasta, Coffee, Pork"
1192,27,25,11,"Grapes, Tea"
1193,7,45,215,"Tomato, Nuts"
1194,10,31,112,"Crackers, Pasta"
1195,8,27,331,"Fish, Bread, Tomato, Crackers, Cereal"
1196,12,42,166,"Cereal, Bread"
1197,6,11,170,"Cookies, Apple, Spinach, Soda"
1198,10,8,304,"Cake, Tea"
1199,1,9,52,"Broccoli, Butter, Milk, Carrot, Cake, Chips"
1200,23,45,66,"Nuts, Milk, Orange, Apple, Soda, Beef"
1201,18,47,90,"Pasta, Juice, Spinach, Soda, Tea, Cereal"
1202,5,4,137,"Bagel, Rice"
1203,9,11,274,"Fish, Cheese, Bread, Tea, Chicken"
1204,2,7,375,"Rice, Broccoli, Tea, Apple"
1205,2,27,403,"Chicken, Broccoli"
1206,18,38,435,"Orange, Cheese, Spinach, Milk, Coffee"
1207,10,31,342,"Pork, Apple, Tea"
1208,23,37,400,"Carrot, Banana, Milk, Bread, Soda"
1209,5,44,76,"Carrot, Cereal"
1210,21,29,443,"Orange, Pasta"
1211,28,12,314,"Oats, Bagel, Croissant"
1212,25,40,361,"Cookies, Nuts, Cereal, Carrot, Chips"
1213,16,25,220,"Tea, Cookies, Cereal, Pork, Crackers, Tomato"
1214,4,50,415,"Broccoli, Beef, Spinach, Chicken, Bagel, Fish"
1215,28,23,490,"Fish, Cereal"
1216,1,40,173,"Cookies, Spinach, Oats, Beef"
1217,19,2,241,"Spinach, Carrot"
1218,10,44,254,"Tea, Orange"
1219,16,47,457,"Grapes, Pasta, Tea"
1220,16,9,386,"Nuts, Pork"
1221,15,31,78,"Pork, Cookies, Spinach, Croissant, Grapes"
1222,11,32,143,"Cereal, Bread, Chips"
1223,6,8,98,"Fish, Beef"
1224,2,27,361,"Tea, Pork, Cereal, Butter, Cookies"
1225,9,29,313,"Bagel, Spinach, Grapes, Oats"
1226,28,3,433,"Beef, Banana, Fish, Grapes, Tomato"
1227,16,5,177,"Soda, Cookies, Chips"
1228,4,17,419,"Chicken, Fish, Cheese, Yogurt, Pasta, Cereal"
1229,27,42,154,"Tea, Fish"
1230,3,21,111,"Croissant, Tea, Yogurt, Milk, Cereal"
1231,13,1,53,"Cheese, Coffee, Tomato"
1232,16,46,222,"Crackers, Croissant, Cheese, Soda"
1233,3,44,198,"Cookies, Cake, Cheese, Croissant"
1234,19,34,103,"Milk, Apple"
1235,21,50,211,"Beef, Oats, Cake"
1236,22,48,458,"Tomato, Bread, Coffee, Pasta"
1237,2,37,203,"Carrot, Croissant, Chips, Chicken, Crackers, Oats"
1238,5,47,493,"Oats, Orange"
1239,5,37,437,"Cheese, Beef, Cookies, Soda"
1240,26,15,462,"Rice, Crackers, Spinach, Tomato, Beef"
1241,19,43,302,"Grapes, Spinach, Chips, Banana, Pasta"
1242,10,22,124,"Tea, Cheese, Croissant"
1243,3,34,20,"Bagel, Tea"
1244,8,34,495,"Rice, Coffee"
1245,4,45,21,"Bread, Tomato, Cookies"
1246,18,45,482,"Grapes, Cereal, Fish, Pork"
1247,25,40,295,"Spinach, Banana"
1248,14,7,341,"Cheese, Nuts, Soda, Beef, Apple"
1249,20,28,323,"Bread, Yogurt, Cheese, Carrot"
1250,20,43,330,"Juice, Oats, Pasta, Beef, Chips"
1251,26,47,127,"Coffee, Chips, Fish, Juice, Milk"
1252,20,16,474,"Carrot, Pork, Croissant"
1253,8,31,55,"Cookies, Tea, Cheese, Coffee, Grapes"
1254,25,23,246,"Oats, Cereal, Coffee, Cake, Nuts, Croissant"
1255,17,43,111,"Cheese, Milk, Nuts, Cookies, Cake"
1256,13,44,144,"Apple, Banana, Tea, Cookies, Broccoli"
1257,15,42,369,"Beef, Rice, Carrot, Tomato, Spinach, Fish"
1258,30,25,446,"Fish, Cheese, Pasta"
1259,15,10,96,"Tomato, Broccoli, Chicken, Orange, Butter, Tea"
1260,10,36,35,"Butter, Pork, Bread, Cereal"
1261,28,40,215,"Pasta, Orange, Chips, Rice, Carrot"
1262,19,4,326,"Cheese, Orange, Carrot, Beef"
1263,14,1,229,"Milk, Orange, Cheese, Rice"
1264,10,42,317,"Beef, Milk, Fish"
1265,19,11,143,"Bread, Broccoli"
1266,20,33,86,"Pork, Milk, Carrot, Fish, Nuts, Beef"
1267,2,31,55,"Yogurt, Oats, Banana, Tomato"
1268,20,32,500,"Grapes, Chicken"
1269,24,11,198,"Cookies, Croissant, Broccoli, Chips, Cake, Milk"
1270,4,5,97,"Croissant, Cookies, Grapes, Cereal, Butter"
1271,25,49,494,"Coffee, Carrot"
1272,7,32,300,"Tomato, Carrot, Pork"
1273,21,21,70,"Fish, Banana, Soda"
1274,7,16,17,"Cake, Tomato, Spinach, Bread"
1275,9,22,377,"Tea, Bagel"
1276,22,18,279,"Grapes, Bread"
1277,3,4,232,"Juice, Bagel, Rice, Cookies"
1278,6,33,405,"Pasta, Bagel"
1279,8,15,481,"Broccoli, Croissant, Crackers, Juice, Chicken"
1280,6,36,485,"Carrot, Butter, Croissant"
1281,18,42,242,"Soda, Tea"
1282,3,25,433,"Soda, Apple, Cereal, Crackers"
1283,6,26,354,"Cookies, Chicken"
1284,1,16,263,"Cake, Beef, Banana, Soda, Apple"
1285,14,6,70,"Cereal, Chicken, Tomato, Nuts, Crackers, Cheese"
1286,15,30,124,"Oats, Pasta, Chicken"
1287,23,29,375,"Nuts, Apple, Cheese, Rice"
1288,20,37,114,"Milk, Crackers, Butter"
1289,16,29,107,"Cookies, Pork, Milk, Chips"
1290,10,6,494,"Croissant, Coffee, Cake, Bagel, Cereal"
1291,2,32,451,"Cookies, Bagel, Cheese, Chips, Grapes"
1292,8,29,426,"Fish, Tomato, Cheese, Cake"
1293,10,21,410,"Spinach, Coffee"
1294,23,8,146,"Chicken, Tea, Broccoli, Cookies"
1295,10,32,157,"Bread, Nuts, Oats, Spinach, Pork"
1296,23,48,392,"Butter, Tomato"
1297,28,42,263,"Juice, Croissant, Coffee, Cake"
1298,15,2,205,"Bagel, Cake, Carrot, Cookies"
1299,3,7,76,"Bagel, Juice, Banana, Croissant"
1300,22,26,230,"Yogurt, Broccoli, Spinach"
1301,8,27,448,"Croissant, Beef, Crackers, Broccoli, Tomato, Pasta"
1302,30,3,115,"Spinach, Pasta, Broccoli, Cookies, Tea, Yogurt"
1303,9,36,317,"Cheese, Spinach, Pork, Croissant, Cookies"
1304,26,36,120,"Yogurt, Coffee, Bread, Cake"
1305,26,1,431,"Milk, Yogurt, Rice, Grapes, Butter, Pasta"
1306,21,6,154,"Beef, Cake, Carrot, Soda"
1307,19,39,382,"Grapes, Cheese, Soda, Croissant, Rice, Chips"
1308,22,40,356,"Cake, Chips, Beef, Milk, Grapes, Oats"
1309,26,41,106,"Soda, Grapes, Pork"
1310,30,20,224,"Broccoli, Apple"
1311,7,33,102,"Grapes, Yogurt, Fish, Banana, Chicken"
1312,14,36,219,"Tomato, Crackers, Coffee"
1313,4,14,415,"Pork, Tomato, Broccoli, Grapes, Bagel"
1314,18,42,84,"Carrot, Oats, Milk, Bagel, Beef"
1315,8,43,24,"Apple, Nuts, Coffee, Crackers, Bread, Tomato"
1316,21,30,158,"Bagel, Grapes, Coffee"
1317,5,22,144,"Orange, Grapes"
1318,30,24,130,"Bread, Beef"
1319,9,4,326,"Banana, Broccoli, Bagel"
1320,27,15,240,"Milk, Chips, Cake, Crackers, Yogurt, Pork"
1321,5,30,474,"Pork, Cake"
1322,3,22,137,"Banana, Rice, Tea, Bagel"
1323,2,36,199,"Chips, Pork, Chicken, Broccoli"
1324,6,50,308,"Apple, Tea, Banana, Chicken, Crackers"
1325,26,40,360,"Grapes, Oats, Broccoli"
1326,10,39,341,"Yogurt, Carrot, Milk, Fish, Pasta"
1327,20,31,244,"Yogurt, Pasta, Tomato"
1328,24,46,53,"Pork, Bagel, Tomato"
1329,27,43,15,"Tomato, Broccoli, Juice"
1330,19,24,250,"Milk, Cereal, Bread, Pasta, Crackers"
1331,30,46,78,"Orange, Rice, Apple, Broccoli"
1332,10,29,456,"Chicken, Broccoli, Soda, Cereal, Orange"
1333,15,8,175,"Coffee, Butter, Grapes, Oats, Chicken"
1334,4,7,364,"Tea, Bagel, Broccoli"
1335,15,49,213,"Carrot, Cake, Broccoli, Spinach"
1336,23,43,361,"Butter, Bread, Cake, Grapes, Tomato"
1337,10,15,118,"Grapes, Juice, Oats, Milk"
1338,23,1,375,"Butter, Chips, Pork"
1339,13,22,206,"Cookies, Milk, Grapes, Cake, Croissant, Yogurt"
1340,9,23,372,"Fish, Carrot, Broccoli, Apple"
1341,17,41,226,"Crackers, Cake, Chicken, Cereal, Apple"
1342,18,19,386,"Chips, Cheese, Cookies"
1343,16,36,315,"Cereal, Grapes, Cookies, Oats"
1344,15,34,141,"Fish, Butter, Bread"
1345,3,24,47,"Coffee, Orange"
1346,20,45,58,"Cheese, Banana, Pasta, Pork, Bread"
1347,2,7,295,"Rice, Coffee"
1348,29,3,40,"Banana, Nuts, Cake"
1349,14,11,36,"Carrot, Milk"
1350,24,32,180,"Pork, Yogurt, Coffee, Chips, Tomato, Orange"
1351,11,9,486,"Croissant, Cookies, Grapes"
1352,20,46,130,"Bagel, Cheese, Beef, Coffee, Pasta, Spinach"
1353,9,48,251,"Grapes, Butter, Oats, Crackers, Coffee, Broccoli"
1354,1,47,475,"Milk, Oats, Banana"
1355,3,27,191,"Cookies, Cake, Croissant, Orange, Broccoli"
1356,8,7,320,"Fish, Crackers"
1357,22,17,490,"Rice, Soda, Butter, Cake"
1358,27,40,353,"Butter, Cookies, Coffee, Cake, Croissant, Pork"
1359,28,13,420,"Orange, Cheese, Juice"
1360,19,13,316,"Banana, Apple, Coffee"
1361,19,8,373,"Pasta, Yogurt, Rice, Orange"
1362,1,26,393,"Coffee, Butter, Yogurt, Nuts, Rice, Cake"
1363,25,14,424,"Spinach, Fish, Tea, Bread"
1364,22,30,33,"Cereal, Chicken, Milk"
1365,27,13,12,"Nuts, Cheese, Juice"
1366,9,46,139,"Cake, Croissant, Soda, Banana, Bread"
1367,19,22,268,"Pork, Cake, Fish"
1368,2,7,327,"Soda, Broccoli, Cookies"
1369,25,49,205,"Soda, Banana, Rice, Fish, Juice"
1370,25,27,164,"Rice, Coffee, Soda, Cereal, Spinach, Cake"
1371,6,3,212,"Apple, Beef"
1372,16,41,353,"Chicken, Pasta, Croissant, Bagel"
1373,17,44,199,"Yogurt, Orange, Bagel"
1374,21,38,77,"Cereal, Apple, Pasta, Chips, Tomato, Crackers"
1375,15,8,466,"Yogurt, Juice, Orange"
1376,30,50,296,"Grapes, Yogurt, Bread"
1377,9,29,31,"Croissant, Cookies, Carrot"
1378,6,30,307,"Cookies, Coffee, Juice, Cheese"
1379,19,43,101,"Oats, Banana, Coffee, Orange, Croissant"
1380,14,38,143,"Tea, Spinach, Orange, Cheese, Banana, Nuts"
1381,21,33,96,"Croissant, Nuts, Chicken, Soda, Orange, Oats"
1382,27,9,267,"Cookies, Butter, Cheese, Milk"
1383,16,32,262,"Butter, Croissant"
1384,3,1,486,"Soda, Croissant, Apple, Cereal"
1385,16,34,183,"Rice, Nuts"
1386,12,48,459,"Butter, Tea"
1387,14,4,249,"Chips, Chicken, Bagel, Tomato"
1388,11,36,77,"Carrot, Soda, Croissant, Tea"
1389,11,28,55,"Cereal, Tea, Grapes, Carrot, Chicken, Cheese"
1390,22,38,172,"Juice, Tomato, Cheese"
1391,4,31,373,"Chicken, Cereal, Cheese, Fish"
1392,28,33,281,"Butter, Cheese, Yogurt, Milk, Carrot"
1393,6,50,231,"Chicken, Crackers, Cookies"
1394,11,12,82,"Nuts, Broccoli"
1395,14,45,143,"Tea, Apple, Cereal, Tomato, Yogurt, Bagel"
1396,23,38,69,"Tea, Broccoli, Orange, Chips, Nuts"
1397,16,12,170,"Nuts, Spinach"
1398,10,47,32,"Chicken, Cheese, Cereal"
1399,22,9,75,"Pork, Banana"
1400,13,7,265,"Pork, Pasta, Crackers"
1401,27,25,456,"Juice, Coffee"
1402,25,43,437,"Yogurt, Broccoli"
1403,18,39,153,"Bagel, Beef"
1404,2,39,392,"Bagel, Milk, Carrot, Juice"
1405,15,21,194,"Cereal, Grapes, Rice, Bagel, Carrot, Cake"
1406,3,33,484,"Apple, Bread, Beef, Broccoli, Grapes"
1407,11,25,230,"Bread, Tea, Beef"
1408,9,27,154,"Tomato, Nuts, Croissant, Carrot, Oats, Chips"
1409,11,39,472,"Pork, Spinach, Soda, Butter"
1410,4,45,458,"Pork, Coffee, Nuts"
1411,25,49,144,"Fish, Cake, Yogurt, Tea, Chicken, Coffee"
1412,13,16,323,"Pasta, Cheese"
1413,28,18,434,"Tomato, Chicken, Soda, Crackers, Nuts"
1414,17,26,399,"Cheese, Juice, Beef, Orange"
1415,27,22,484,"Cookies, Juice, Tomato, Apple"
1416,1,19,145,"Croissant, Cereal"
1417,22,29,274,"Spinach, Pork, Broccoli, Tomato, Butter"
1418,28,9,170,"Cake, Nuts, Grapes"
1419,18,9,233,"Juice, Pork, Coffee, Soda, Nuts, Bread"
1420,15,27,467,"Yogurt, Cookies, Cheese, Tomato, Grapes"
1421,14,39,94,"Banana, Crackers, Apple"
1422,2,45,171,"Carrot, Tomato, Soda, Rice, Crackers, Yogurt"
1423,7,48,387,"Orange, Tea, Cake, Croissant, Pasta"
1424,17,33,261,"Pasta, Nuts, Rice, Beef, Yogurt, Broccoli"
1425,12,20,401,"Apple, Grapes"
1426,20,45,496,"Croissant, Chips, Cookies, Cake, Grapes, Rice"
1427,25,36,87,"Beef, Chips, Orange"
1428,16,21,294,"Pork, Cheese"
1429,21,46,446,"Croissant, Oats"
1430,15,48,482,"Chicken, Cake, Pasta, Pork"
1431,25,36,346,"Milk, Oats, Pasta, Croissant, Cake, Pork"
1432,2,41,335,"Butter, Cake"
1433,7,14,418,"Pork, Bagel, Coffee, Milk"
1434,9,13,235,"Chicken, Cookies, Cereal"
1435,18,14,37,"Carrot, Tomato, Bagel, Pork, Milk"
1436,5,40,106,"Banana, Apple, Juice, Spinach, Beef, Pasta"
1437,30,46,86,"Yogurt, Bread, Spinach"
1438,10,19,37,"Bread, Beef, Yogurt, Fish, Carrot, Chips"
1439,15,44,127,"Tomato, Yogurt, Broccoli, Tea, Bagel, Fish"
1440,29,23,103,"Cereal, Cookies, Butter, Coffee, Pork"
1441,23,44,28,"Soda, Banana, Tea"
1442,16,9,250,"Grapes, Rice"
1443,4,46,143,"Cookies, Pork, Bread, Croissant"
1444,1,42,93,"Cheese, Tomato, Coffee, Pork"
1445,21,12,371,"Nuts, Butter"
1446,20,33,249,"Grapes, Oats, Beef, Fish"
1447,26,35,233,"Cheese, Cake, Bagel, Coffee, Fish"
1448,8,45,69,"Cheese, Apple"
1449,23,41,468,"Banana, Nuts"
1450,6,21,484,"Beef, Croissant, Butter, Chicken, Tea"
1451,10,46,263,"Bread, Chips, Banana, Cake, Juice"
1452,18,8,30,"Carrot, Cookies, Crackers"
1453,1,49,236,"Fish, Juice"
1454,18,23,192,"Cake, Oats, Fish, Tea, Banana"
1455,14,36,373,"Carrot, Tea, Nuts, Butter, Yogurt, Bagel"
1456,3,31,297,"Milk, Rice, Apple, Cookies"
1457,8,38,258,"Grapes, Cereal, Coffee, Pork"
1458,27,37,244,"Banana, Orange"
1459,30,43,262,"Bagel, Yogurt, Cake, Nuts"
1460,4,46,67,"Butter, Yogurt, Nuts, Bread, Tomato"
1461,15,27,443,"Juice, Butter, Rice, Carrot"
1462,4,44,378,"Soda, Apple, Chicken, Spinach, Crackers, Tomato"
1463,21,48,453,"Pork, Chicken, Spinach, Tomato, Beef, Apple"
1464,27,35,85,"Pasta, Croissant, Tomato, Tea"
1465,5,19,73,"Nuts, Tomato, Apple, Chips, Cereal, Bagel"
1466,16,28,188,"Cookies, Cake, Tomato"
1467,30,1,57,"Spinach, Apple"
1468,23,34,114,"Apple, Cake, Juice"
1469,10,7,454,"Tomato, Tea, Fish"
1470,17,2,155,"Yogurt, Pork, Butter, Cereal, Tea"
1471,23,25,102,"Bagel, Pasta, Pork, Butter, Rice"
1472,9,10,437,"Banana, Spinach, Orange"
1473,14,4,96,"Orange, Soda, Cookies, Pasta, Spinach, Juice"
1474,27,43,393,"Coffee, Butter, Tomato"
1475,16,4,270,"Crackers, Pork"
1476,16,13,431,"Tea, Fish"
1477,8,18,149,"Butter, Tea, Beef, Crackers"
1478,15,49,298,"Tea, Banana, Cookies, Coffee, Cheese, Beef"
1479,18,11,466,"Chicken, Tomato, Apple, Juice, Banana, Chips"
1480,5,19,349,"Banana, Milk"
1481,13,44,309,"Cereal, Beef, Banana, Yogurt, Cookies, Pork"
1482,7,17,118,"Apple, Chips, Cookies"
1483,30,10,308,"Carrot, Apple"
1484,20,4,12,"Beef, Tea, Grapes, Spinach"
1485,17,45,279,"Broccoli, Chips, Rice, Butter, Fish, Milk"
1486,24,19,402,"Cereal, Orange, Milk"
1487,29,14,302,"Fish, Beef"
1488,5,49,102,"Bread, Yogurt, Bagel, Chicken, Apple"
1489,28,35,223,"Croissant, Apple"
1490,3,3,481,"Cookies, Pork, Cereal, Fish, Milk, Butter"
1491,9,23,49,"Chicken, Yogurt"
1492,25,29,136,"Broccoli, Cheese, Tea, Chips, Spinach, Cereal"
1493,26,7,403,"Yogurt, Pasta, Pork, Juice"
1494,28,40,265,"Apple, Fish, Tomato, Orange, Chips, Banana"
1495,14,44,356,"Yogurt, Nuts, Orange"
1496,11,48,58,"Broccoli, Butter, Oats, Rice"
1497,30,36,464,"Tomato, Beef, Soda, Yogurt, Rice"
1498,26,15,178,"Beef, Pork, Coffee"
1499,17,48,23,"Coffee, Juice, Milk, Broccoli, Beef, Cheese"
1500,9,42,155,"Cereal, Chicken, Yogurt, Soda, Bread"
1501,27,36,358,"Butter, Beef, Carrot, Bread"
1502,1,25,358,"Apple, Pasta, Orange"
1503,10,16,72,"Coffee, Chips"
1504,24,33,211,"Soda, Apple, Crackers, Beef"
1505,10,45,201,"Pasta, Croissant"
1506,27,19,312,"Milk, Banana, Soda, Cake, Croissant"
1507,19,45,485,"Soda, Milk, Apple, Yogurt, Bagel, Chicken"
1508,19,43,497,"Grapes, Chips, Coffee, Pasta, Oats"
1509,22,4,64,"Crackers, Apple, Yogurt, Cake, Rice, Orange"
1510,16,25,438,"Tomato, Spinach"
1511,28,25,175,"Yogurt, Soda, Chips, Tea"
1512,5,27,88,"Tomato, Cheese, Cake, Fish, Broccoli"
1513,15,44,24,"Yogurt, Grapes, Rice, Banana"
1514,18,21,51,"Cake, Beef, Cereal, Tea"
1515,16,36,245,"Oats, Soda, Juice, Bread, Milk"
1516,12,4,435,"Croissant, Oats, Juice"
1517,11,1,372,"Apple, Carrot"
1518,18,48,347,"Pork, Croissant, Tomato, Broccoli, Soda, Nuts"
1519,25,17,255,"Rice, Orange, Fish, Grapes, Bagel"
1520,18,13,242,"Juice, Broccoli, Cookies, Soda, Banana, Milk"
1521,13,40,331,"Orange, Rice, Butter, Oats"
1522,15,50,499,"Fish, Apple, Cookies, Yogurt, Orange, Grapes"
1523,30,29,147,"Beef, Oats"
1524,11,15,314,"Beef, Tea, Milk"
1525,28,41,346,"Milk, Chicken, Tea, Croissant"
1526,7,46,12,"Juice, Orange, Crackers"
1527,23,46,178,"Soda, Croissant, Beef, Nuts"
1528,8,42,32,"Cookies, Rice"
1529,19,24,345,"Carrot, Beef"
1530,13,49,328,"Tea, Nuts, Cheese, Carrot, Chips, Chicken"
1531,8,38,496,"Bread, Coffee, Chips"
1532,28,35,241,"Beef, Orange, Chicken, Spinach, Butter, Broccoli"
1533,25,48,176,"Broccoli, Bagel, Banana, Spinach, Rice, Oats"
1534,14,39,495,"Butter, Soda, Coffee, Cheese"
1535,2,13,384,"Cheese, Orange, Fish, Carrot"
1536,11,50,385,"Tomato, Chips, Bread, Tea, Spinach, Soda"
1537,24,47,474,"Bread, Chips, Cheese, Tea, Juice, Orange"
1538,16,13,500,"Pasta, Cereal, Beef, Chicken, Butter, Crackers"
1539,23,19,418,"Croissant, Crackers, Juice, Grapes, Beef"
1540,30,29,301,"Chicken, Cereal, Apple, Juice, Butter"
1541,26,12,76,"Rice, Coffee, Apple, Chicken, Cheese, Spinach"
1542,13,44,118,"Pasta, Oats"
1543,13,5,451,"Oats, Apple, Broccoli, Bread, Fish, Spinach"
1544,22,12,34,"Fish, Carrot, Grapes, Crackers, Oats, Bread"
1545,26,12,420,"Chips, Apple, Oats"
1546,27,48,339,"Chips, Milk"
1547,21,33,154,"Juice, Grapes, Nuts, Yogurt, Broccoli"
1548,5,8,175,"Nuts, Chicken"
1549,16,25,418,"Cookies, Pasta, Cheese, Butter, Bagel"
1550,2,3,38,"Broccoli, Juice, Cookies"
1551,5,28,390,"Broccoli, Carrot, Juice, Beef"
1552,17,18,46,"Beef, Apple, Coffee, Crackers, Tomato"
1553,19,36,290,"Grapes, Coffee, Broccoli"
1554,11,17,497,"Orange, Apple, Cake, Cookies, Beef"
1555,28,9,318,"Carrot, Croissant, Chips"
1556,4,11,205,"Cookies, Cereal, Juice"
1557,28,38,57,"Chicken, Soda, Beef, Orange"
1558,28,17,214,"Cookies, Nuts, Cake"
1559,15,1,140,"Cake, Beef, Nuts"
1560,4,22,101,"Butter, Oats, Carrot, Chicken"
1561,17,30,132,"Chips, Milk, Spinach, Soda, Chicken, Grapes"
1562,30,46,404,"Carrot, Orange, Milk, Apple"
1563,15,10,453,"Bagel, Bread, Cereal, Soda"
1564,1,3,214,"Apple, Cookies"
1565,24,10,55,"Grapes, Coffee, Beef, Butter, Cheese, Pork"
1566,5,21,20,"Banana, Beef, Spinach, Croissant"
1567,14,39,446,"Tomato, Pasta, Cake, Chips"
1568,28,4,116,"Apple, Cake, Banana, Juice"
1569,21,50,93,"Banana, Pork, Cereal, Cake"
1570,5,41,208,"Fish, Rice, Chips"
1571,3,40,409,"Butter, Broccoli"
1572,16,43,216,"Cake, Tomato, Croissant"
1573,26,20,155,"Crackers, Juice"
1574,9,32,341,"Chicken, Bagel, Cereal, Yogurt, Coffee"
1575,11,37,395,"Milk, Broccoli, Nuts, Coffee, Grapes"
1576,20,36,498,"Crackers, Apple, Croissant, Rice, Bread, Soda"
1577,23,23,344,"Fish, Banana, Butter, Soda, Oats, Chicken"
1578,13,5,88,"Pork, Beef, Chicken, Orange, Broccoli, Rice"
1579,21,46,71,"Spinach, Soda, Coffee, Oats"
1580,3,21,162,"Cookies, Broccoli, Fish, Nuts"
1581,28,34,261,"Tomato, Juice, Coffee, Spinach"
1582,11,15,420,"Bagel, Cereal, Cheese, Beef, Crackers, Banana"
1583,28,12,231,"Butter, Coffee, Milk, Cheese"
1584,22,34,386,"Tea, Spinach"
1585,28,5,422,"Orange, Bread, Grapes, Coffee"
1586,18,33,481,"Chips, Bread"
1587,13,11,168,"Milk, Chips, Cookies"
1588,11,27,472,"Cheese, Banana, Fish, Juice, Cake"
1589,21,35,360,"Spinach, Tomato, Chicken, Oats"
1590,23,35,318,"Oats, Orange, Fish"
1591,29,26,77,"Rice, Tomato, Pork, Tea, Milk"
1592,25,6,193,"Nuts, Soda, Tomato"
1593,16,23,350,"Bread, Banana, Juice"
1594,28,15,59,"Cake, Nuts, Bread, Oats, Pork, Cheese"
1595,18,14,436,"Apple, Tea, Milk"
1596,2,43,198,"Croissant, Yogurt, Chicken, Milk"
1597,20,22,272,"Grapes, Pork"
1598,3,22,112,"Oats, Soda, Banana, Pasta"
1599,8,24,260,"Butter, Soda, Cereal, Beef"
1600,21,19,238,"Croissant, Cookies, Orange, Oats, Beef, Rice"
1601,22,14,463,"Cereal, Pasta, Chips, Carrot"
1602,30,49,208,"Broccoli, Cereal, Coffee, Chicken"
1603,10,40,253,"Cheese, Chips, Tea"
1604,8,34,147,"Croissant, Carrot, Pork, Chicken, Fish, Cookies"
1605,24,31,298,"Chicken, Grapes, Cake, Beef, Yogurt"
1606,3,36,317,"Juice, Crackers, Orange, Yogurt, Chips, Grapes"
1607,14,49,226,"Bread, Pasta, Banana"
1608,4,42,56,"Rice, Banana, Juice"
1609,25,1,397,"Chips, Juice"
1610,21,8,226,"Tea, Banana, Pork"
1611,23,43,425,"Cake, Fish, Chips"
1612,28,23,198,"Bread, Chips, Tea, Bagel, Broccoli, Fish"
1613,4,29,324,"Grapes, Soda, Chips"
1614,15,16,105,"Grapes, Banana, Chips, Spinach"
1615,6,42,232,"Pork, Bagel, Oats, Pasta"
1616,23,40,332,"Orange, Soda, Beef, Tomato, Grapes"
1617,10,40,228,"Cookies, Carrot"
1618,29,16,57,"Oats, Bagel, Juice, Rice"
1619,1,3,30,"Rice, Milk, Croissant, Tomato, Pasta, Orange"
1620,2,44,272,"Soda, Yogurt"
1621,11,21,184,"Grapes, Pasta, Oats, Bagel"
1622,26,25,247,"Oats, Chips, Coffee"
1623,2,8,356,"Grapes, Bread, Cereal, Milk, Beef, Cookies"
1624,10,25,124,"Coffee, Nuts"
1625,12,17,341,"Yogurt, Apple, Juice, Cheese, Carrot"
1626,12,35,361,"Oats, Spinach, Beef, Cookies, Orange, Carrot"
1627,14,47,375,"Rice, Juice, Cookies, Cake, Crackers, Nuts"
1628,5,19,89,"Crackers, Juice, Grapes, Beef"
1629,8,2,486,"Cheese, Apple"
1630,17,34,263,"Broccoli, Spinach"
1631,14,50,279,"Chicken, Croissant, Chips"
1632,19,24,332,"Pasta, Bread"
1633,22,33,341,"Soda, Banana, Croissant, Butter"
1634,26,33,278,"Soda, Crackers, Butter"
1635,6,29,52,"Spinach, Apple"
1636,6,32,158,"Broccoli, Apple, Yogurt, Milk, Pork"
1637,6,3,249,"Croissant, Banana, Oats, Bagel, Tea"
1638,3,19,233,"Yogurt, Tea, Bagel, Banana, Soda"
1639,20,42,50,"Pasta, Pork"
1640,28,13,474,"Coffee, Yogurt, Bagel, Croissant, Chicken"
1641,13,21,420,"Cake, Coffee, Juice, Cheese, Bagel"
1642,20,33,254,"Cheese, Orange, Bread, Nuts, Soda, Cookies"
1643,22,6,163,"Rice, Pasta, Bagel, Cake, Spinach, Nuts"
1644,8,7,86,"Cheese, Tomato, Apple"
1645,16,11,75,"Chicken, Cookies, Banana, Milk, Juice"
1646,30,50,360,"Spinach, Cake, Tea, Tomato, Juice"
1647,19,35,472,"Croissant, Tomato"
1648,5,35,163,"Beef, Coffee"
1649,8,1,440,"Milk, Chips, Coffee, Tea"
1650,15,41,137,"Tomato, Apple, Bread, Milk, Pork, Fish"
1651,21,5,277,"Apple, Crackers, Fish, Juice, Rice, Nuts"
